text_raw,text_norm,emojis,emojis_count,emoji_sent,lang_primary,lang_probs,is_mixed,mix_ratio,has_kk_chars,has_ru_chars,text,username,like_count,created_at_utc,source_post_url,batch_extracted_at,post_total_comments,post_note,has_profanity,profanity_hits,spam_score,is_spam,toxicity_model,toxicity_score,toxicity_label,moderation_reasons,type,type_rules,sentiment,sentiment_score,sentiment_model,sentiment_probs_json
"Добрый вечер! Мы обязательно проверим ситуацию. Для, того чтобы сохранить Ваши данные конфиденциальными, прошу написать Ваш номер нам в Direct.
(Сіздің кеңесшіңіз / Ваш консультант Сафия)","Добрый вечер! Мы обязательно проверим ситуацию. Для, того чтобы сохранить Ваши данные конфиденциальными, прошу написать Ваш номер нам в Direct. (Сіздің кеңесшіңіз / Ваш консультант Сафия)",,0,0.0,ru,"{""ru"": 0.9919, ""uk"": 0.0026, ""kk"": 0.0021}",False,0.0917,True,True,"Добрый вечер! Мы обязательно проверим ситуацию. Для, того чтобы сохранить Ваши данные конфиденциальными, прошу написать Ваш номер нам в Direct.
(Сіздің кеңесшіңіз / Ваш консультант Сафия)",altel_kz,0,2025-09-10T16:28:35+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0339,non_toxic,[],review,[],neutral,0.0,ru_rubert_tiny_snt,"{""negative"": 0.00044125758715192785, ""neutral"": 0.9990737068112174, ""positive"": 0.0004850356016306802}"
"Дорогие друзья, добрые люди! ⚠️
Настоятельно не советую пользоваться услугами компании Altel. Связь — ноль, интернет — ноль. Обращался несколько раз в службу поддержки, даже официально — результата никакого. Всё время находят оправдания, говорят, что дело в телефоне. Я купил и iPhone, и последнюю модель Samsung — результат один: интернета нет!
И самое главное — не только за городом или в области, а даже в центре города 5G горит, а скорость интернета отсутствует. Фотографии приложил — всё видно. Компания полностью игнорирует проблему. Это не сервис, а издевательство над клиентами. ❌
Не советую! Берегите свои нервы и деньги.","Дорогие друзья, добрые люди! ⚠️ Настоятельно не советую пользоваться услугами компании Altel. Связь — ноль, интернет — ноль. Обращался несколько раз в службу поддержки, даже официально — результата никакого. Всё время находят оправдания, говорят, что дело в телефоне. Я купил и iPhone, и последнюю модель Samsung — результат один: интернета нет! И самое главное — не только за городом или в области, а даже в центре города 5G горит, а скорость интернета отсутствует. Фотографии приложил — всё видно. Компания полностью игнорирует проблему. Это не сервис, а издевательство над клиентами. ❌ Не советую! Берегите свои нервы и деньги.",⚠️❌,2,0.0,ru,"{""ru"": 0.997, ""bg"": 0.0009, ""uk"": 0.0007}",False,0.0,False,True,"Дорогие друзья, добрые люди! ⚠️
Настоятельно не советую пользоваться услугами компании Altel. Связь — ноль, интернет — ноль. Обращался несколько раз в службу поддержки, даже официально — результата никакого. Всё время находят оправдания, говорят, что дело в телефоне. Я купил и iPhone, и последнюю модель Samsung — результат один: интернета нет!
И самое главное — не только за городом или в области, а даже в центре города 5G горит, а скорость интернета отсутствует. Фотографии приложил — всё видно. Компания полностью игнорирует проблему. Это не сервис, а издевательство над клиентами. ❌
Не советую! Берегите свои нервы и деньги.",beibitbek_almaty,17,2025-09-10T16:27:10+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.1071,non_toxic,[],review,[],negative,-0.2425,ru_rubert_tiny_snt,"{""negative"": 0.5601686239242554, ""neutral"": 0.1828182339668274, ""positive"": 0.25701314210891724}"
"Здравствуйте, Я не советую Алтел очень плохая связь если баланс ушёл в минус не работает интернет","Здравствуйте, Я не советую Алтел очень плохая связь если баланс ушёл в минус не работает интернет",,0,0.0,ru,"{""ru"": 0.9971, ""bg"": 0.0019, ""be"": 0.0003}",False,0.0,False,True,"Здравствуйте, Я не советую Алтел очень плохая связь если баланс ушёл в минус не работает интернет",zhanarchulembaeva,7,2025-09-10T16:09:58+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.1469,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.7966,ru_rubert_tiny_snt,"{""negative"": 0.9961644892647518, ""neutral"": 0.003479141211685886, ""positive"": 0.00035636952356230987}"
Call центр жауап бермейді Аяжан,Call центр жауап бермейді Аяжан,,0,0.0,other,"{""uk"": 0.9668, ""kk"": 0.017, ""ru"": 0.0149}",False,0.2,True,False,Call центр жауап бермейді Аяжан,bakbergenovok,0,2025-09-09T15:48:29+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0157,non_toxic,[],review,[],neutral,-0.0179,xlmr_multilingual_snt,"{""negative"": 0.1834331899881363, ""neutral"": 0.6555162221193314, ""positive"": 0.16105058789253235}"
"Здравствуйте, что с интернетом? И со связью?","Здравствуйте, что с интернетом? И со связью?",,0,0.0,ru,"{""ru"": 0.9793, ""sr"": 0.0073, ""ce"": 0.0028}",False,0.0,False,False,"Здравствуйте, что с интернетом? И со связью?",abayospanov,13,2025-09-05T07:48:07+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0162,non_toxic,[],question,"[""ru:question""]",negative,-0.7583,ru_rubert_tiny_snt,"{""negative"": 0.9609715152800173, ""neutral"": 0.02595266597969326, ""positive"": 0.013075818740289378}"
"Здравствуйте! А скажите пожалуйста, а с Теле2 можно перенести номер в Алтел, всмс этот тариф подключится?","Здравствуйте! А скажите пожалуйста, а с Теле2 можно перенести номер в Алтел, всмс этот тариф подключится?",,0,0.0,ru,"{""ru"": 0.9954, ""bg"": 0.0025, ""uk"": 0.0008}",False,0.0,False,True,"Здравствуйте! А скажите пожалуйста, а с Теле2 можно перенести номер в Алтел, всмс этот тариф подключится?",vad1kmusic,1,2025-09-05T05:16:47+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0425,non_toxic,[],question,"[""ru:question""]",neutral,-0.0293,ru_rubert_tiny_snt,"{""negative"": 0.04198465204997307, ""neutral"": 0.9526773030176209, ""positive"": 0.005338044932406072}"
Акция до какого действует ?,Акция до какого действует ?,,0,0.0,ru,"{""ru"": 0.9968, ""bg"": 0.0023, ""ba"": 0.0004}",False,0.0,False,False,Акция до какого действует ?,_moldir_97,0,2025-09-05T13:09:33+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.3,False,ru_rubert_tiny,0.0107,non_toxic,[],question,"[""ru:question""]",neutral,-0.0058,ru_rubert_tiny_snt,"{""negative"": 0.009561335030499898, ""neutral"": 0.988100678294266, ""positive"": 0.002337986675234102}"
Как самому подключить этот тариф?,Как самому подключить этот тариф?,,0,0.0,ru,"{""ru"": 0.9996, ""uk"": 0.0002, ""ba"": 0.0001}",False,0.0,False,True,Как самому подключить этот тариф?,ru.stem3770,0,2025-09-05T13:49:31+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0182,non_toxic,[],question,"[""ru:question""]",neutral,-0.0523,ru_rubert_tiny_snt,"{""negative"": 0.06772335454746409, ""neutral"": 0.9298940671819768, ""positive"": 0.0023825782705591664}"
"Ваш консультант сказал, что В течение 2 месяцев будут перебои. Текущий перебой длится с утра субботы и до сегодняшнего дня. Полностью отсутствует 4g. Что с оплатой ваших некачественных услуг? Пересчет будете делать?","Ваш консультант сказал, что В течение 2 месяцев будут перебои. Текущий перебой длится с утра субботы и до сегодняшнего дня. Полностью отсутствует 4g. Что с оплатой ваших некачественных услуг? Пересчет будете делать?",,0,0.0,ru,"{""ru"": 0.9991, ""uk"": 0.0003, ""hy"": 0.0001}",False,0.0,False,True,"Ваш консультант сказал, что В течение 2 месяцев будут перебои. Текущий перебой длится с утра субботы и до сегодняшнего дня. Полностью отсутствует 4g. Что с оплатой ваших некачественных услуг? Пересчет будете делать?",renata_ni1984,1,2025-09-08T15:48:53+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.024,non_toxic,[],question,"[""ru:question""]",negative,-0.7827,ru_rubert_tiny_snt,"{""negative"": 0.9788044912144624, ""neutral"": 0.020805530719956496, ""positive"": 0.00038997806558103125}"
Интернет вообще не тянет (((( Тупые ваши ответы мы обязательно разберёмся итд,Интернет вообще не тянет (((( Тупые ваши ответы мы обязательно разберёмся итд,,0,0.0,ru,"{""ru"": 0.9974, ""hy"": 0.0005, ""be"": 0.0004}",False,0.0,False,True,Интернет вообще не тянет (((( Тупые ваши ответы мы обязательно разберёмся итд,dulatkustauletov,10,2025-09-05T11:09:01+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.15,False,ru_rubert_tiny,0.0411,non_toxic,[],review,[],negative,-0.7962,ru_rubert_tiny_snt,"{""negative"": 0.9963706351339854, ""neutral"": 0.002530196119343824, ""positive"": 0.0010991687466707838}"
Очень сильные перебои с интернетом. Дайте обратную связь,Очень сильные перебои с интернетом. Дайте обратную связь,,0,0.0,ru,"{""ru"": 0.9971, ""uk"": 0.0021, ""cv"": 0.0004}",False,0.0,False,True,Очень сильные перебои с интернетом. Дайте обратную связь,moonbe1le,1,2025-09-05T10:20:54+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0645,non_toxic,[],review,[],negative,-0.6906,ru_rubert_tiny_snt,"{""negative"": 0.8958982863354215, ""neutral"": 0.0715115866017347, ""positive"": 0.032590127062843796}"
А как подключить,А как подключить,,0,0.0,ru,"{""ru"": 0.9993, ""uk"": 0.0006, ""bg"": 0.0002}",False,0.0,False,False,А как подключить,yessenbek_17,0,2025-09-07T12:49:46+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0435,non_toxic,[],question,"[""ru:question""]",neutral,-0.0106,ru_rubert_tiny_snt,"{""negative"": 0.034079684494115435, ""neutral"": 0.9451285673582658, ""positive"": 0.020791748147618826}"
"Как подключить на этом тарифе , дайте код пример *110* и.т.д","Как подключить на этом тарифе , дайте код пример *110* и.т.д",,0,0.0,ru,"{""ru"": 0.9936, ""uk"": 0.0027, ""bg"": 0.0016}",False,0.0,False,True,"Как подключить на этом тарифе , дайте код пример *110* и.т.д",gala.allabergenov,0,2025-09-19T10:55:33+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0519,non_toxic,[],question,"[""ru:question""]",neutral,-0.0028,ru_rubert_tiny_snt,"{""negative"": 0.017197651740542656, ""neutral"": 0.9690569016084348, ""positive"": 0.013745446651022565}"
Что с сетью ?,Что с сетью ?,,0,0.0,ru,"{""ru"": 0.9996, ""uk"": 0.0004, ""hy"": 0.0}",False,0.0,False,False,Что с сетью ?,moiplanina2023,3,2025-09-04T21:25:06+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0155,non_toxic,[],question,"[""ru:question""]",negative,-0.3858,ru_rubert_tiny_snt,"{""negative"": 0.48475321066407445, ""neutral"": 0.5127589590383362, ""positive"": 0.002487830297589291}"
Где и как можно приобрести,Где и как можно приобрести,,0,0.0,ru,"{""ru"": 0.9996, ""bg"": 0.0002, ""mk"": 0.0001}",False,0.0,False,False,Где и как можно приобрести,bo.lat5450,0,2025-09-07T17:15:58+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0279,non_toxic,[],question,"[""ru:question""]",neutral,0.0055,ru_rubert_tiny_snt,"{""negative"": 0.004505965449689453, ""neutral"": 0.984068108056597, ""positive"": 0.011425926493713639}"
"Хейтеры, алтел лучшая связь уже 8й год пользуюсь и по моему мнению самый путëвый Интернет, как этот жеке+ только подключить не могу найти в приложении!?","Хейтеры, алтел лучшая связь уже 8й год пользуюсь и по моему мнению самый путëвый Интернет, как этот жеке+ только подключить не могу найти в приложении!?",,0,0.0,ru,"{""ru"": 0.9994, ""hy"": 0.0002, ""ce"": 0.0001}",False,0.0,False,True,"Хейтеры, алтел лучшая связь уже 8й год пользуюсь и по моему мнению самый путëвый Интернет, как этот жеке+ только подключить не могу найти в приложении!?",vanich_57,0,2025-09-18T11:56:02+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.3689,non_toxic,[],question,"[""ru:question""]",negative,-0.7921,ru_rubert_tiny_snt,"{""negative"": 0.9918219332315334, ""neutral"": 0.006469495831527702, ""positive"": 0.0017085709369388275}"
Здравствуйте что с интернетом кпц!За что мы платим вам?,Здравствуйте что с интернетом кпц!За что мы платим вам?,,0,0.0,ru,"{""ru"": 0.9958, ""ce"": 0.0016, ""mhr"": 0.0006}",False,0.0,False,True,Здравствуйте что с интернетом кпц!За что мы платим вам?,__turdybekova,0,2025-09-05T10:55:04+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0559,non_toxic,[],question,"[""ru:question""]",negative,-0.7619,ru_rubert_tiny_snt,"{""negative"": 0.9601175561519909, ""neutral"": 0.03216152935844079, ""positive"": 0.00772091448956834}"
Жанбыр жауса неге истемей калады осы? тупит жестко,Жанбыр жауса неге истемей калады осы? тупит жестко,,0,0.0,ru,"{""ru"": 0.8905, ""kk"": 0.0497, ""ky"": 0.0387}",False,0.0,False,True,Жанбыр жауса неге истемей калады осы? тупит жестко,astrum.wx,0,2025-09-08T12:24:33+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.9537,toxic,"[""toxicity:0.95""]",question,"[""ru:question""]",negative,-0.7157,ru_rubert_tiny_snt,"{""negative"": 0.8947935514660564, ""neutral"": 0.10500926260842515, ""positive"": 0.000197185925518466}"
Как подключить новый номер,Как подключить новый номер,,0,0.0,ru,"{""ru"": 0.9979, ""bg"": 0.0011, ""uk"": 0.0008}",False,0.0,False,True,Как подключить новый номер,erbolmoldagozhin,0,2025-09-20T11:17:17+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0139,non_toxic,[],question,"[""ru:question""]",neutral,0.0023,ru_rubert_tiny_snt,"{""negative"": 0.003181018059232818, ""neutral"": 0.9907656568934788, ""positive"": 0.006053325047288374}"
Как подключить,Как подключить,,0,0.0,ru,"{""ru"": 0.9994, ""bg"": 0.0004, ""uk"": 0.0002}",False,0.0,False,False,Как подключить,egamberdiev.islom,0,2025-09-20T03:23:50+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.023,non_toxic,[],question,"[""ru:question""]",neutral,-0.0331,ru_rubert_tiny_snt,"{""negative"": 0.061992935836315155, ""neutral"": 0.9173470139503479, ""positive"": 0.020660050213336945}"
"Добрый день! Подключиться к тарифу можно только при покупке нового номера через мобильное приложение.

(Сіздің кеңесшіңіз / Ваш консультант Арна)",Добрый день! Подключиться к тарифу можно только при покупке нового номера через мобильное приложение. (Сіздің кеңесшіңіз / Ваш консультант Арна),,0,0.0,ru,"{""ru"": 0.9254, ""uk"": 0.0311, ""kk"": 0.0133}",False,0.1056,True,True,"Добрый день! Подключиться к тарифу можно только при покупке нового номера через мобильное приложение.

(Сіздің кеңесшіңіз / Ваш консультант Арна)",altel_kz,0,2025-09-19T11:02:51+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0196,non_toxic,[],question,"[""ru:question""]",neutral,0.0001,ru_rubert_tiny_snt,"{""negative"": 0.002948959531818861, ""neutral"": 0.9939265648187873, ""positive"": 0.003124475649393884}"
Қалай тарифке қомылуға болады,Қалай тарифке қомылуға болады,,0,0.0,kk,"{""kk"": 0.9876, ""av"": 0.0048, ""ba"": 0.0036}",False,0.05,True,True,Қалай тарифке қомылуға болады,koptileukyzy_,0,2025-09-16T12:21:35+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,mbert_textdetox,0.0125,non_toxic,[],question,"[""kk:question""]",neutral,0.1646,kk_rembert_polarity,"{""negative"": 0.28424513578156146, ""neutral"": 0.28424513578156146, ""positive"": 0.4315097284368771}"
Враньё полное люди не ведитесь не покупайте эти номера я купил увидел рекламу купил новый номер вон не подключает этот тариф звонил в службу поддержки и не решили этот вопрос очень плохо,Враньё полное люди не ведитесь не покупайте эти номера я купил увидел рекламу купил новый номер вон не подключает этот тариф звонил в службу поддержки и не решили этот вопрос очень плохо,,0,0.0,ru,"{""ru"": 0.9995, ""ba"": 0.0002, ""bg"": 0.0001}",False,0.0,False,True,Враньё полное люди не ведитесь не покупайте эти номера я купил увидел рекламу купил новый номер вон не подключает этот тариф звонил в службу поддержки и не решили этот вопрос очень плохо,bisamalinov,1,2025-09-13T11:00:12+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.197,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.7598,ru_rubert_tiny_snt,"{""negative"": 0.9602969858042049, ""neutral"": 0.02913613050486111, ""positive"": 0.010566883690934023}"
"❌ Altel — это не связь, а пустая обёртка. 5G горит, а интернета нет. Самый худший оператор страны!","❌ Altel — это не связь, а пустая обёртка. 5G горит, а интернета нет. Самый худший оператор страны!",❌,1,0.0,ru,"{""ru"": 0.9959, ""uk"": 0.0008, ""ba"": 0.0005}",False,0.0,False,True,"❌ Altel — это не связь, а пустая обёртка. 5G горит, а интернета нет. Самый худший оператор страны!",beibitbek_almaty,0,2025-09-10T16:37:19+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.3731,non_toxic,[],review,[],negative,-0.777,ru_rubert_tiny_snt,"{""negative"": 0.9749419899331084, ""neutral"": 0.021406392650891386, ""positive"": 0.003651617416000236}"
Как перенести номер,Как перенести номер,,0,0.0,ru,"{""ru"": 0.9797, ""uk"": 0.0143, ""bg"": 0.0048}",False,0.0,False,False,Как перенести номер,anuarovna666,0,2025-09-10T11:50:48+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0191,non_toxic,[],question,"[""ru:question""]",neutral,-0.0492,ru_rubert_tiny_snt,"{""negative"": 0.089314359072379, ""neutral"": 0.8828160881965113, ""positive"": 0.027869552731109727}"
2 раза заказовала номер. Не пришли. Как понять 2 раз уже покупаю но номер не привезли.,2 раза заказовала номер. Не пришли. Как понять 2 раз уже покупаю но номер не привезли.,,0,0.0,ru,"{""ru"": 0.9946, ""uk"": 0.0041, ""bg"": 0.0008}",False,0.0,False,False,2 раза заказовала номер. Не пришли. Как понять 2 раз уже покупаю но номер не привезли.,ali_bekskaya,0,2025-09-10T03:54:47+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0132,non_toxic,[],question,"[""ru:question""]",negative,-0.7079,ru_rubert_tiny_snt,"{""negative"": 0.8953118265912097, ""neutral"": 0.09420891789769528, ""positive"": 0.010479255511095013}"
Қалай қосыламыз,Қалай қосыламыз,,0,0.0,kk,"{""kk"": 0.9997, ""it"": 0.0003, ""av"": 0.0}",False,0.05,True,True,Қалай қосыламыз,s.almaz79,0,2025-09-09T14:21:57+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,mbert_textdetox,0.0073,non_toxic,[],question,"[""kk:question""]",neutral,0.0558,kk_rembert_polarity,"{""negative"": 0.31746686276545505, ""neutral"": 0.31746686276545505, ""positive"": 0.36506627446908985}"
Почему не продаётся этот тариф у вас в салонах ?,Почему не продаётся этот тариф у вас в салонах ?,,0,0.0,ru,"{""ru"": 0.9997, ""ce"": 0.0001, ""sr"": 0.0001}",False,0.0,False,True,Почему не продаётся этот тариф у вас в салонах ?,moskva_5000,0,2025-09-09T12:23:51+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0152,non_toxic,[],question,"[""ru:question""]",negative,-0.2335,ru_rubert_tiny_snt,"{""negative"": 0.30153069461753024, ""neutral"": 0.6888128647359621, ""positive"": 0.009656440646507603}"
"@altel_kz это ужас, в течении 2х дней не могу дозвониться в колл центр, это прикол какой то?!!!! У меня один сайт не открывает дома , с роутера, а мобильный интернет даже видео с Ютуба не может загрузить!!!! Это же издевательство!!!!!!","@altel_kz это ужас, в течении 2х дней не могу дозвониться в колл центр, это прикол какой то?!! У меня один сайт не открывает дома , с роутера, а мобильный интернет даже видео с Ютуба не может загрузить!! Это же издевательство!!",,0,0.0,ru,"{""ru"": 0.9987, ""ce"": 0.0003, ""uk"": 0.0003}",False,0.0,False,True,"@altel_kz это ужас, в течении 2х дней не могу дозвониться в колл центр, это прикол какой то?!!!! У меня один сайт не открывает дома , с роутера, а мобильный интернет даже видео с Ютуба не может загрузить!!!! Это же издевательство!!!!!!",maratkyzy0804,2,2025-09-09T08:26:09+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.05,False,ru_rubert_tiny,0.0967,non_toxic,[],question,"[""ru:question""]",negative,-0.7972,ru_rubert_tiny_snt,"{""negative"": 0.9965855959559077, ""neutral"": 0.0032820165707518867, ""positive"": 0.00013238747334041976}"
Осы тарифке қалай өтсем болады,Осы тарифке қалай өтсем болады,,0,0.0,kk,"{""kk"": 0.6483, ""av"": 0.255, ""ba"": 0.0589}",True,0.25,True,True,Осы тарифке қалай өтсем болады,alibaeva6931,0,2025-09-09T07:03:25+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,mbert_textdetox,0.0086,non_toxic,[],question,"[""kk:question""]",positive,0.3778,kk_rembert_polarity,"{""negative"": 0.20877841430803737, ""neutral"": 0.20877841430803737, ""positive"": 0.5824431713839253}"
"Со вчера нет интернета, что со связью???","Со вчера нет интернета, что со связью??",,0,0.0,ru,"{""ru"": 0.9977, ""sr"": 0.0009, ""mk"": 0.0005}",False,0.0,False,False,"Со вчера нет интернета, что со связью???",travel_agent_hadidzha,1,2025-09-09T02:59:24+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0191,non_toxic,[],question,"[""ru:question""]",negative,-0.7944,ru_rubert_tiny_snt,"{""negative"": 0.9941610436998597, ""neutral"": 0.004658681220115718, ""positive"": 0.001180275080024606}"
"Здравствуйте, тариф ещё действует, как подключить на новую симку","Здравствуйте, тариф ещё действует, как подключить на новую симку",,0,0.0,ru,"{""ru"": 0.9992, ""bg"": 0.0004, ""uk"": 0.0002}",False,0.0,False,True,"Здравствуйте, тариф ещё действует, как подключить на новую симку",mariasinelnikova,0,2025-09-08T16:57:55+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.13,non_toxic,[],question,"[""ru:question""]",neutral,-0.1783,ru_rubert_tiny_snt,"{""negative"": 0.24309170069109523, ""neutral"": 0.7366843621504428, ""positive"": 0.02022393715846199}"
"Как же бесит ваш интернет 🥵 виснит каждую секунду просто, элементарно ленту не полистать, про коменты молчу 🙇‍♀️ честно на нервы действует уже, надо срочно оператора менять 🤦‍♀️ у кого так же, скажите?  @altel_kz","Как же бесит ваш интернет 🥵 виснит каждую секунду просто, элементарно ленту не полистать, про коменты молчу 🙇‍♀️ честно на нервы действует уже, надо срочно оператора менять 🤦‍♀️ у кого так же, скажите? @altel_kz",🥵🙇‍♀️🤦‍♀️,3,0.0,ru,"{""ru"": 0.985, ""uk"": 0.0057, ""bg"": 0.0034}",False,0.0,False,True,"Как же бесит ваш интернет 🥵 виснит каждую секунду просто, элементарно ленту не полистать, про коменты молчу 🙇‍♀️ честно на нервы действует уже, надо срочно оператора менять 🤦‍♀️ у кого так же, скажите?  @altel_kz",bgauxar,9,2025-09-07T16:23:20+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.05,False,ru_rubert_tiny,0.3083,non_toxic,[],question,"[""ru:question""]",negative,-0.7748,ru_rubert_tiny_snt,"{""negative"": 0.9689224004241566, ""neutral"": 0.03065909518228579, ""positive"": 0.0004185043935576518}"
"Заказал номер, но не могу подключить этот тариф…","Заказал номер, но не могу подключить этот тариф…",,0,0.0,ru,"{""ru"": 0.9988, ""ba"": 0.0005, ""ce"": 0.0003}",False,0.0,False,True,"Заказал номер, но не могу подключить этот тариф…",hlodno___,1,2025-09-07T16:20:36+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0142,non_toxic,[],review,[],negative,-0.4878,ru_rubert_tiny_snt,"{""negative"": 0.6833686028907119, ""neutral"": 0.24299380949158045, ""positive"": 0.07363758761770763}"
"Самая ужасная связь 0,58мб/с только заметила и больше 4,70 не поднимается, нет интернета  и проблему Вы не решаете совсем никак","Самая ужасная связь 0,58мб/с только заметила и больше 4,70 не поднимается, нет интернета и проблему Вы не решаете совсем никак",,0,0.0,ru,"{""ru"": 0.9977, ""ce"": 0.0007, ""be"": 0.0004}",False,0.0,False,True,"Самая ужасная связь 0,58мб/с только заметила и больше 4,70 не поднимается, нет интернета  и проблему Вы не решаете совсем никак",varfolomeyeva_e,3,2025-09-07T11:46:52+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.04,non_toxic,[],review,[],negative,-0.7793,ru_rubert_tiny_snt,"{""negative"": 0.9747499098161364, ""neutral"": 0.024625448183237912, ""positive"": 0.0006246420006257031}"
"Wi-Fi работает через раз, звонили в колл центр, приняли обращение после перезвонил якобы специалист но просто сказал, что перезвонят после того как сделают, но никто до сих пор не звонит, до колл центр дозвониться невозможно, если дозвонишься до колл центр оператор легко может сбросить если задаешь неудобные вопросы. Алтел сделайте уже wi fi!!!!!!!","Wi-Fi работает через раз, звонили в колл центр, приняли обращение после перезвонил якобы специалист но просто сказал, что перезвонят после того как сделают, но никто до сих пор не звонит, до колл центр дозвониться невозможно, если дозвонишься до колл центр оператор легко может сбросить если задаешь неудобные вопросы. Алтел сделайте уже wi fi!!",,0,0.0,ru,"{""ru"": 0.9989, ""uk"": 0.0008, ""ce"": 0.0001}",False,0.0,False,True,"Wi-Fi работает через раз, звонили в колл центр, приняли обращение после перезвонил якобы специалист но просто сказал, что перезвонят после того как сделают, но никто до сих пор не звонит, до колл центр дозвониться невозможно, если дозвонишься до колл центр оператор легко может сбросить если задаешь неудобные вопросы. Алтел сделайте уже wi fi!!!!!!!",susta505,1,2025-09-07T09:30:01+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0623,non_toxic,[],question,"[""ru:question""]",negative,-0.7119,ru_rubert_tiny_snt,"{""negative"": 0.8959024744608516, ""neutral"": 0.0981174505369366, ""positive"": 0.005980075002211856}"
Здравствуйте пользуюсь роутером от алтел интернет ужасный стал ничего не грузится не работает,Здравствуйте пользуюсь роутером от алтел интернет ужасный стал ничего не грузится не работает,,0,0.0,ru,"{""ru"": 0.9968, ""ce"": 0.0008, ""bg"": 0.0006}",False,0.0,False,True,Здравствуйте пользуюсь роутером от алтел интернет ужасный стал ничего не грузится не работает,galiuyahasenova,1,2025-09-07T02:38:06+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.2647,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.7958,ru_rubert_tiny_snt,"{""negative"": 0.9952503660006267, ""neutral"": 0.004231681673955209, ""positive"": 0.0005179523254181329}"
